,comment,macrolabel,microlabel,source
3607,"시의 면적은 53.4km²로, 경기도 면적의 0.5%이고, 2020년 9월 말 주민등록 인구는 822,000명으로, 전국에서 인구밀도가 두 번째로 높은 도시다.",Clean,None,위키피디아
3608,"여기서 관목이 후에 관메기, 과메기가 되었다고 짐작된다.",Clean,None,위키피디아
3609,1957년 스위스를 기술할 때 사용되었으나 1960년대 후반기 캐나다에서 대중화되었으며 이후 영어권에서 빠르게 퍼지게 되었다.,Clean,None,위키피디아
3610,"그러나 탁신 장군은 폭정으로 신망을 잃었고, 현재 짜끄리 왕조의 시조인 풋타엿파쭐라룩이 새로운 왕으로 즉위하였다.",Clean,None,위키피디아
3611,"이와 견주어 볼 때 약자의 처지에 놓여있는 집단이 반격을 하면 이것은 넓은 의미에서 인종주의에 대한 신념 또는 태도라고 해석할 수도 있지만, 이들을 ‘인종 차별주의자’라고 부르는 것은 알맞지 않다.",Clean,None,위키피디아
3612,병역 또는 군역은 정부의 군대에서 일정한 기간 동안 복무하는 일을 가리킨다.,Clean,None,위키피디아
3613,그래서 다면적 원인에 의한 언어적 정의로 성적 소수 자라고 대략 정의하는 것이다.,Clean,None,위키피디아
3614,또한 아랍 국가로는 유일하게 G20에 가입한 나라이기도 하다.,Clean,None,위키피디아
3615,"17,000여개의 섬으로 이루어져 세계에서 섬이 가장 많은 나라이다.",Clean,None,위키피디아
3616,"천동설이라고도 불리는 이 우주론은 크게 나누어, 에우독소스가 고안하고 아리스토텔레스의 철학 체계에 받아들여진 동심천구가설과 프톨레마이오스 천동설의 두 종류가 있다.",Clean,None,위키피디아
3617,"증오 집단 가운데 가장 큰 규모는 KKK단이며, 18세기 미국 사회에 만연했던 사형의 악습이 이어져 내려왔다는 분석도 있다.",Clean,None,위키피디아
3618,서남방언의 자음체계는 중부방언과 동일하다.,Clean,None,위키피디아
3619,"병원은 질병이나, 질환에 대해 의료를 제공하고 환자가 입원하는 시설이다.",Clean,None,위키피디아
3620,대한민국 최초의 여성 대통령이었으나 박근혜-최순실 게이트로 인해 탄핵 소추 및 심판을 거쳐 헌정사상 최초로 대통령직에서 파면되었다.,Clean,None,위키피디아
3621,팔레스타인이 주장하고 있는 영토는 1967년 6일 전쟁 이후 이스라엘이 점령하고 있다.,Clean,None,위키피디아
3622,"지역 주의적 요구는 주권, 분리주의, 탈퇴 및 독립과 같은 ""강한""형태와 더 큰 자치권 을 위한, 보다 온건한 캠페인에서 발생한다.",Clean,None,위키피디아
3623,"석가모니는 불교의 교조이며 다른 호칭으로는 세존 · 석존 · 불 · 여래 등의 10가지 존칭과 본명인 싯다르타 가우타마가 있으며, 서양에서는 흔히 가우타마 붓다라고 칭한다.",Clean,None,위키피디아
3624,2018년 3월 11일에는 중화인민공화국 국가주석의 통치 체계를 수립하였다.,Clean,None,위키피디아
3625,"모두 855,725 명의 한민족들이 일본에 거주하고 있다.",Clean,None,위키피디아
3626,대통령 당선 이전에는 김대중 정부에서 제6대 해양수산부 장관직을 역임했다.,Clean,None,위키피디아
3627,"이 외에도 뉴욕은 국제 외교에서 중요한 도시이며, 유엔 본부가 있다.",Clean,None,위키피디아
3628,"또한 여성가족부는 출범 취지 자체가 여성의 인권 보호를 위한 것이었으나, 윤창중 사건과 같은 권력형 성범죄나 일본의 위안부 망언에는 침묵으로 일관하는 이해하기 힘든 행보를 보여 이에 대한 비판 여론도 거세었다.",Clean,None,위키피디아
3629,사우디아라비아는 홍해와 페르시아 만에 둘다 해안선을 가지고 있는 유일한 나라이기도 하다.,Clean,None,위키피디아
3630,"중국어 또는 한어는 중국티베트어족에 속하는 언어로, 화어, 중문 등으로도 불린다.",Clean,None,위키피디아
3631,국민 국가는 국민에게 주권적인 영토를 제공하기 위하여 존재하며 그러한 목적이 국민 국가의 정당성의 원천이다.,Clean,None,위키피디아
3632,": ""여성주의 혁명의 최종 목표는  단지 남성의 특권을 폐지하는 것 뿐만 아니라 성적 구분 그 자체를 종식시키는 것이 돼야한다. 인간들 간 생식기의 차이는 문화적으로 더 이상 문제가 되지 않는다.""1960년대 제2세대 여성주의가 부상하던 시기의 초기 급진 여성주의는 가부장제를 다른 억압보다 더 오래되고 깊은 ""초역사적 현상""으로 봤다.",Clean,None,위키피디아
3633,"그러나 최근 계속해서 빈곤, 문맹, 부족한 공중보건 등의 문제를 겪고 있다.",Clean,None,위키피디아
3634,"유신론은 신에 대한 종교적 믿음으로, 인격신론과 범신론, 이신론을 포함한다.",Clean,None,위키피디아
3635,"대한민국의 차별금지법은 대한민국 헌법의 평등 이념에 따라, 정치·경제·사회·문화 등 모든 생활영역에서 합리적 이유가 없는 모든 형태의 차별을 금지하는 내용을 담고 있는 대한민국의 법률안 및 조례안으로, 국가인권위원회법에서 일부 내용을 정하고 있으나 중앙 정부에서는 2007년 대한민국 제17대 국회에서 처음",Clean,None,위키피디아
3636,"주요 도시로는 프놈펜, 시엠레아프, 바탐방, 캄퐁참 등이 있다.",Clean,None,위키피디아
3637,베트남어 또는 월남어는 베트남의 총 인구 중 약 87%를 차지하는 킨족의 모국어이자 베트남의 공용어이다.,Clean,None,위키피디아
3638,"단어가 쓰이는 맥락에 따라 해당 특성에는 생물학적 성별  또는 성별 기반 사회구성체 , 성정체성 등이 포함된다.",Clean,None,위키피디아
3639,"보통 성별, 인종, 종교, 장애, 성정체성, 성적지향, 사상, 정치적 의견 등을 이유로 한 정치적·경제적·사회적·문화적 생활영역에 있어서 합리적인 이유 없는 차별과 혐오 표현을 금지하는 법률이 이에 해당한다.",Clean,None,위키피디아
3640,"전쟁 중 그의 유대인 말살 정책으로 인해 수많은 유대인들과 집시, 동양인들과 흑인, 그리고 슬라브인들이 아우슈비츠 수용소와 같은 나치 강제 수용소의 가스실에서 학살당했다.",Clean,None,위키피디아
3641,"2014년 기준 1인당 GRDP 6,110만원으로 전국에서 가장 높다.",Clean,None,위키피디아
3642,"동방교회나 서방교회나 모두 스스로를 가톨릭교회라 주장할 수 있으며, 천주교회나 개신교회도 스스로를 가톨릭 교회, 즉 보편교회의 전통을 따른다 주장할 수 있다.",Clean,None,위키피디아
3643,또 다른 뜻으로는 러시아의 국민를 말한다.,Clean,None,위키피디아
3644,"결혼, 통혼이라고도 한다.",Clean,None,위키피디아
3645,병역법 제8조에 따라 이듬해인 만 19세가 되는 해 2월 말부터 11월 30일까지 병역 대상자는 병역 역종을 판정받기 위하여 병무청으로부터 병역판정검사를 받는다.,Clean,None,위키피디아
3646,신안동은 대한민국 대전광역시 동구에 있는 법정동이다.,Clean,None,위키피디아
3647,전역은 복무하던 역종이 바뀌는 것을 말한다.,Clean,None,위키피디아
3648,"트랜스포비아가 호모포비아에 대응된다면, 젠더리즘은 이성애주의에 대응한다고 볼 수 있다.",Clean,None,위키피디아
3649,"이후 대선 정국과 외환위기로 혼란스러웠던 김영삼 정부 당시 여당을 맡았으나, 이회창이 같은 해 대선에서 낙선함으로써 야당으로 전락하였다.",Clean,None,위키피디아
3650,"창설 당시 국군의 모든 지휘권은 대한민국 정부에 있었으나 한국 전쟁 당시에 이승만 대통령이 당시 유엔군 사령관이었던 더글러스 맥아더에게 국군의 모든 작전지휘권을 이양하고, 1978년 7월 한미연합사령부가 창설되면서 유엔군 사령부에 있었던 국군의 모든 작전지휘권이 한미연합사로 이양되었다.",Clean,None,위키피디아
3651,"이성애나 동성애는 한 쪽의 성에 대해 사랑을 느끼지만, 양성애는 둘 이상의 성에 대해 사랑을 느낀다.",Clean,None,위키피디아
3652,2004년 무렵 공직선거 및 선거부정방지법이 정한 중립의무 및 헌법 위반을 시유로 야당에 국회로부터 대한민국 헌정 사상 최초로 대통령직 재임 중 탄핵 소추를 당해 대통령 직무가 정지되었다.,Clean,None,위키피디아
3653,단체급식이라고도 한다.,Clean,None,위키피디아
3654,"전세를 확장하던 독일은 소련과 불가침 조약을 깨고 전쟁을 선포하지만 스탈린그라드 전투와 북아프리카 전선에서 패배하였고, 잇따라 참전한 미국의 인해 궁지에 몰린 히틀러는 1945년 4월 29일 소련군에게 포위된 베를린에서 에바 브라운과 결혼한 뒤 이튿날 베를린의 총통관저 지하 벙커에서 청산가리 캡슐을 삼키고 발터 P38으로 자신을 쏘아 자살했다.",Clean,None,위키피디아
3655,정식 명칭은 헬베티아 연방이지만 스위스 연방이라 부르기도 한다.,Clean,None,위키피디아
3656,"반공을 국시로 하는 국가변란 성격의 5·16 군사 정변을 주도하여 국가재건최고회의 의장이 되어 ""군으로 돌아가겠다""는 약속을 깨면서 군복을 벗고 직선제로 치루어진 제5대 대통령 선거에서 민주당 윤보선 후보를 누르고 당선되는 등 1963년 12월부터 1979년 10월 26일까지 치러진 선거에서 당선되어 제5·6·7·8·9대 대통령으로 재직하였다.",Clean,None,위키피디아
3657,그러나 인종차별을 비평하는 몇몇 이들은 이 표현을 구체적으로 억압의 ‘체제’를 가리키는 데에 쓴다.,Clean,None,위키피디아
3658,부천시는 대한민국 북서부에 위치한 경기도의 중서부에 있는 시이다.,Clean,None,위키피디아
3659,"HIV는 바이러스의 이름이며, 에이즈는 HIV에 감염된 환자가 발병하면 나타나는 증상들을 일컫는다.",Clean,None,위키피디아
3660,경제적·문화적·지리적·인구학적 요인에 의해 인구가 한 지역에서 다른 지역으로 이동하는 현상이다.,Clean,None,위키피디아
3661,의식 안에서 행하는 기도는 예배라고도 한다.,Clean,None,위키피디아
3662,"여성 성기 절제 또는 여성 할례는 여성의 성년의식 중 하나로 여성 성기의 음핵 포피만을 제거하는 시술에서 포피, 음핵, 소음순을 모두 제거하는 시술까지 방식은 다양하다.",Clean,None,위키피디아
3663,폐쇄주의라고도 한다.,Clean,None,위키피디아
3664,"메리 울스턴크래프트, 주디스 사전트 머레이, 프랜시스 라이트와 같은 페미니스트들은 여성이 정치 활동에 완전 통합되어야 함을 주장하였다.",Clean,None,위키피디아
3665,구성원 중심 개념인 국민과 통치기구 중심 개념인 국가의 합성어인 국민 국가는 두 차원으로 이해할 수 있다.,Clean,None,위키피디아
3666,영어는 서게르만어군의 방언이었던 앵글로색슨족의 언어가 여러 역사적 사건을 겪으면서 변화하면서 형성되었다.,Clean,None,위키피디아
3667,"원희룡은 대한민국의 법조인, 정치인이다.",Clean,None,위키피디아
3668,"영국의 급진 여성주의자인 게일 다인즈는 2011년, 젊은 여성들에게 급진 여성주의가 어떻게 여겨지는지에 대해 다음과 같이 설명한다: ""20년 이상 여성들을 가르친 결과는 이렇다. 자유주의적 여성주의에 대해 가르칠 땐 다들 무표정하다. 급진 여성주의에 대해 가르칠 땐, 펑, 교실이 폭발한다.""",Clean,None,위키피디아
3669,특히 다민족국가인 미국 등에서 정치적인 관점에서 차별·편견을 없애는 것이 올바르다고 하는 의미에서 사용하게 된 용어이다.,Clean,None,위키피디아
3670,대전지방법원 판사로 1년을 재직하다가 그만두고 부산에서 변호사 사무실을 개업하여 여러 인권 사건을 변호하였다.,Clean,None,위키피디아
3671,간추리자면 이것은 인종 집단이 인종 편견으로 ‘실제’로 억압당해야만 인종 차별주의로 분류할 수 있다는 것을 뜻한다.,Clean,None,위키피디아
3672,박근혜는 대기업 관련 범죄·문화예술계 블랙리스트 등 혐의 18개 와 국정원 특활비 · 공천개입 등 혐의 3개에 대해 각각 재판을 받았다.,Clean,None,위키피디아
3673,"현대의 거의 모든 국가는 공적인 군대를 보유하고 있으며, 국가에 따라 지자체나 당이 군대를 보유, 운용하기도 한다.",Clean,None,위키피디아
3674,특히 라틴 아메리카 지역에서 두드러진 에스파냐의 영향력은 오늘날에도 건재하다.,Clean,None,위키피디아
3675,"배외주의는 폐쇄적인 원시집단에서는 이센셜리즘의 대외적 측면으로서 나타나는 것이지만 다른 집단과의 커뮤니케이션의 증대와 함께 점차로 감소되고, 특히 자본주의적 상품교환경제를 기초로 하는 근대 시민사회에서는 약화되는 경향이 있다.",Clean,None,위키피디아
3676,이 외에도 태평양과 카리브 해에서 영토를 획득했다.,Clean,None,위키피디아
3677,"또한 성소수자 권리 운동도 적극적으로 지지하고 있으며, 다수의 정치적인 문제에 대하여 의견을 피력하고 있다.",Clean,None,위키피디아
3678,문재인은 대한민국의 제19대 대통령이다.,Clean,None,위키피디아
3679,"1957년 8월 31일 영국으로부터 완전히 독립을 하게 되었으며, 1963년 9월 16일 말라야 연방은 사바, 사라왁, 싱가포르와 연합하면서 Malaya란 이름에 si를 추가해 Malaysia가 되었다.",Clean,None,위키피디아
3680,"특히 일본에서 64%에서 80%에 달하는 인구가 무신론자이거나 불가지론자, 무교자라고 응하였고, 독일의 잡지 슈피겔의 설문 조사에 따르면, 독일인 중 45%만이 신의 존재를 믿고 있다고 답했으며, 4분의 1만이 기독교를 믿는다고 조사되었다.",Clean,None,위키피디아
3681,반중 감정 또는 시노포비아는 중국이나 중국인 혹은 중국 문화에 대한 반감을 일컫는다.,Clean,None,위키피디아
3682,"여성부 출범 초기의 논란은 근거없는 풍문에서 촉발된 것이 많았지만, 여성가족부에 청소년 보호업무가 이관된 후에는 '청소년 유해매체물' 심의 및 '컴퓨터 게임' 규제 등 정책에 대한 비판이 커지고 있다.",Clean,None,위키피디아
3683,대한민국은 한국 전쟁 이래 일명 ‘한강의 기적’으로 상징되는 빠른 속도의 대규모 경제 성장을 이루었다.,Clean,None,위키피디아
3684,동남아시아는 지리적으로 크게 육지부와 도서부로 나눌 수 있다.,Clean,None,위키피디아
3685,망명권을 행사하여 난민 지위를 인정받으려는 사람을 망명신청자라고 한다.,Clean,None,위키피디아
3686,"대부분의 사람들은 스스로 성적 지향을 '선택'하지 않으며, 타인이 개입해서 성적 지향을 바꿀 수 있다는 증거는 충분하지 않다.",Clean,None,위키피디아
3687,영어라는 단어의 어원은 12세기 고대 영어인 Angles의 복수형 Ænglisc 또는 Engle에서 파생했다.,Clean,None,위키피디아
3688,대한민국의 군법과 절차는 군 복무 중인 성소수자 개인을 차별한다.,Clean,None,위키피디아
3689,"남성주의는 남성에 대한 편견, 폭력과 차별을 타파하고 남성의 권리를 보호하고 진정한 남성성에 대해 탐구하는 것을 목표로 하는 이데올로기다.",Clean,None,위키피디아
3690,범성애는 양성애와는 다르다.,Clean,None,위키피디아
3691,"1978년에는 캠프데이비드 협정으로 가자 지구에서 물러났고, 이스라엘을 공인하며 평화 분위기를 붇돋았다.",Clean,None,위키피디아
3692,"이후에, 진보신당을 창당하여, 노회찬 등과 진보신당 공동대표를 맡았다.",Clean,None,위키피디아
3693,"초밥 스시[*] , 일본어: suhsi)은 식초와 버무린 밥을 회, 채소, 계란 등을 위에 얹거나 채워서 만드는 일본 요리이다.",Clean,None,위키피디아
3694,이는 문화와 시대에 따라 달라질 수 있다.,Clean,None,위키피디아
3695,"2000년 노르웨이 라프토 인권상, 1998년 무궁화 대훈장, 1998년 국제인권연맹 인권상, 1999년 미국 필라델피아 자유의 메달, 북미주 한국인권연합 인권상, 미국 조지 미니 인권상, 브루노 크라이스키 인권상을 수상하였다.",Clean,None,위키피디아
3696,두 나라의 관계와 이를 둘러싼 국제적 이해관계는 아시아사의 전개에 있어서 중요한 사건이 되어 왔다.,Clean,None,위키피디아
3697,"주요 도시로는 자카르타, 수라바야, 덴파사르, 마카사르, 발릭파판,아체, 술루 암본 등이 있다.",Clean,None,위키피디아
3698,"대북 정책에 있어서는 금강산 관광객 피격 사망 사건, 천안함",Clean,None,위키피디아
3699,"또한 10대의 임신도 위험성이 큰데, 청소년이 임신을 하면 아기는 조산아나 저체중아를 유발하며, 슬로 푸드 같은 균형잡힌 식생활을 가지지 못해 악영향이 커질 수 있다.",Clean,None,위키피디아
3700,일본인은 크게 국가적 분류와 민족적 분류로 나뉘어 판단된다.,Clean,None,위키피디아
3701,동시에 하나회의 실권을 장악하였다.,Clean,None,위키피디아
3702,민족 국가라 번역하기도 한다.,Clean,None,위키피디아
3703,"요쇼쿠 요리로 여겨지지만, 유럽식 커리에 비해 고기를 적게 넣고 채소를 많이 넣어 만든다.",Clean,None,위키피디아
3704,수도는 다마스쿠스이다.,Clean,None,위키피디아
3705,"인도네시아는 UN, 세계무역기구, IMF, G20, 비동맹 운동, ASEAN, 아시아태평양 경제협력체, 동아시아 정상회의, 아시아 인프라 투자은행, 이슬람 협력 기구의 일원이기도 하다.",Clean,None,위키피디아
3706,여성 성기 절제에 대한 정확한 기원은 알려지지 않았지만 학자들은 대략 4천 년 전부터 시작되었다고 주장한다.,Clean,None,위키피디아
3707,"당시 광주 시민은 신군부 세력이 집권 시나리오에 따라 실행한 5·17 비상계엄 전국확대 조치로 인해 발생한 헌정 파괴·민주화 역행에 항거했으며, 신군부는 사전에 시위 진압 훈련을 받은 공수부대를 투입해 이를 폭력적으로 진압하여 수많은 시민이 희생되었다.",Clean,None,위키피디아
3708,"상속증여세의 포괄주의를 도입해 대기업 총수의 탈세 여지를 좁힌 것, 증권 관련 집단소송제를 시행한 것, 대기업 간 불공정 담합에 대한 적발과 처벌을 강화한 것 등이 높게 평가받는다.",Clean,None,위키피디아
3709,동성애 혐오는 성적 지향이 다른 성소수자들에 대한 인권 문제로까지 퍼져나가면서 현재 세계 곳곳에서 동성애 혐오 반대 운동이 일어나기도 한다.,Clean,None,위키피디아
3710,이것은 그러한 부문에서의 초과수요를 통하여 물가의 상승이 촉진되기 때문이다.,Clean,None,위키피디아
3711,아베는 다음과 같은 뜻을 가지고 있다.,Clean,None,위키피디아
3712,김정일은 조선민주주의인민공화국의 최고지도자였다.,Clean,None,위키피디아
3713,"전미여성기구, 전미여성정치간부회의, 여성평등운동연맹과 같은 단체들은 여성의 권리를 향상시키기 위하여 창설되었다.",Clean,None,위키피디아
3714,2013년 9월에 추징금 완납 계획을 발표했으나 아직 완납하지 않은 상태이다.,Clean,None,위키피디아
3715,5월 27일에는 국보위를 조직하고 상임위원장이 되어 정부의 실권을 장악했다.,Clean,None,위키피디아
3716,"급진 여성주의는 모든 사회적, 경제적 맥락에서 남성중심주의를 제거할 근본적 사회 재구성을 요구하는 관점의 여성주의이다.",Clean,None,위키피디아
3717,"차르를 군주의 호칭으로 사용한 가장 대표적인 나라로 러시아 차르국 및 그 후신인 러시아 제국이 있으며, 이 시기 러시아의 전제군주정을 차르주의라고 한다.",Clean,None,위키피디아
3718,"이들은 주로 나치 독일이 사용했던 빨간색-하얀색-검은색으로 색칠된 스바스티카 , 지그 룬  같은 인도-아리안 심볼을 사용한다.",Clean,None,위키피디아
3719,서양에서 무신론을 뜻하는 단어 ‘Atheism’은 “신이 없는”을 의미하는 고대 그리스어 ἄθεος에서 유래하였다.,Clean,None,위키피디아
3720,지방은 글리세롤과 지방산으로 분해된다.,Clean,None,위키피디아
3721,미국은 대서양 해안을 따라 늘어선 13개 식민지에서 건국되었다.,Clean,None,위키피디아
3722,"성소수자는 매우 포괄적인 용어이지만, 워낙 다양한 성소수자 집단이 존재하는 관계로 그와 유사하게 사용하거나 하위 집단을 일컫는 다양한 용어와 신조어들이 존재한다.",Clean,None,위키피디아
3723,진화 생물학자들은 1940년대부터 본질주의적 시각으로 인종을 한정된 수의 특징에 따라 분류하는 관점을  버리게 되었다.,Clean,None,위키피디아
3724,이후 러시아 제국은 유럽의 주요 열강들 중 하나로 떠올랐다.,Clean,None,위키피디아
3725,일본어는 주로 일본에서 사용되는 언어이다.,Clean,None,위키피디아
3726,"그 종류는 매우 다양한데, 질환에 따라 평생에 걸쳐 장애를 일으키기도 하며, 단편적이고 일시적인 발병에서 그치기도 한다.",Clean,None,위키피디아
3727,"따라서 국가 기관 그 자체에 의하여 행하여지는 행정을 ‘관치행정’이라 하고, 지방 정부에 의하여 행하여지는 행정을 ‘지방 자치’라고 한다.",Clean,None,위키피디아
3728,"그러나 판지시르주에 있는 민병대와 기존 정부군, 부통령 등의 정치가가 합세하여 판지시르 저항군을 결성해 판지시르주에서 탈레반에 대한 조직적 저항을 하며, 아프가니스탄 이슬람 공화국을 이어가고 있었다.",Clean,None,위키피디아
3729,사우디아라비아의 국기는 꾸란의 구절로서 이슬람의 다섯 기둥 중의 하나인 샤하다가 새겨져 있기 때문에 조기를 게양하지 않는다는 특징이 있다.,Clean,None,위키피디아
3730,인구는 약 2억 7천만 명으로 세계에서 4번째로 인구가 많은 나라이다.,Clean,None,위키피디아
3731,성전환 치료는 트랜스젠더의 1차 성징과 2차 성징을 전환시키는 치료를 말한다.,Clean,None,위키피디아
3732,시아파는 알리를 무함마드의 정식 후계자로 하여 다른 칼리프의 존재를 인정하지 않고 ‘알라 이외에 신은 없고 무함마드는 그의 사도이다’라는 신조에 ‘또한 알리는 신의 벗이다’라는 말을 부가한다.,Clean,None,위키피디아
3733,노무현은 대한민국의 제16대 대통령이다.,Clean,None,위키피디아
3734,성 노동의 관점은 또한 정부가 자발적인 매춘을 범죄화하는 법을 폐지해야 한다고 주장한다.,Clean,None,위키피디아
3735,수세기가 넘도록 교황의 종교적 권한에 대한 주장은 19세기 제1차 바티칸 공의회를 통해 신앙이나 도덕에 관하여 엄중한 결정을 내릴 수 있다는 교황 무류성 선언으로 최고조에 달했다.,Clean,None,위키피디아
3736,"현대 이집트의 역사는 1922년 경, 이집트가 대영제국으로부터 독립을 쟁취한 해로 거슬러 올라간다.",Clean,None,위키피디아
3737,미국의 경제주간지인 《월 스트리트 저널》이 1970년에 만들어낸 말이다.,Clean,None,위키피디아
3738,과메기는 주로 청어나 꽁치를 반건조한 발효 식품이다. 한국의 동쪽 해안에서는 겨울철에 많은 양의 청어나 꽁치가 포획되었고 이를 보관하기 위해서 생선의 눈에 구멍을 뚫어 그 구멍으로 실이나 나뭇가지 등을 메달아 보관하는 관목이 과메기의 초기 모습이었다.,Clean,None,위키피디아
3739,"이 체제는 '주체사상'이라는, 김일성 일가와 그들의 당인 조선로동당의 통치를 정당화하는 이념으로 대표된다.",Clean,None,위키피디아
3740,본관은 순흥이며 경상남도 밀양에서 태어난 그는 부산에서 자랐다.,Clean,None,위키피디아
3741,"LGBT는 성소수자 중 레즈비언, 게이, 양성애자, 트랜스젠더를 합하여 부르는 단어다.",Clean,None,위키피디아
3742,이러한 비평가들은 ‘인종 차별’은 오직 사회를 지배하는 집단에게만 적용해야 의미가 있다고 생각한다.,Clean,None,위키피디아
3743,교회는 일반적으로 '예수 그리스도'를 믿는 기독교인들의 신앙 공동체를 일컫는 말이다.,Clean,None,위키피디아
3744,중이라고도 한다.,Clean,None,위키피디아
3745,"신문들은 이민자들에 대한 차별, 즉 최저 임금보다 낮은 급여를 받는 것, 그들의 임금을 보류하는 것, 안전하지 않은 근무 조건, 신체적 학대, 또는 일반적인 폄하와 같은 형태에 대해 자주 보도하고 비판해왔다.",Clean,None,위키피디아
3746,또한 세계에서 가장 많은 핵무기를 보유하고 있기도 하다.,Clean,None,위키피디아
3747,지역은 지리학을 비롯해 사회 과학의 여러 분야에서 다양한 용도로 쓰이는 말이다.,Clean,None,위키피디아
3748,"2017년 자신의 회고록 '혼돈의 시대'에서 ""5·18 민주화운동 당시 헬기 사격을 목격했다""고 증언한 조비오 신부에 대해 '성직자라는 말이 무색한 파렴치한 거짓말쟁이'라고 서술하여 2018년 사자 명예훼손으로 광주지방법원에 공소가 제기되었으나 형사소송법에 따라 ""주거지 관할 법원으로 이송해달라""며 재판에 불출석하여 강제구인 논란이 있은 끝에 2019년 3월 11일 대통령 재직시절 이후 35년 만에 광주로 내려가 재판에 참석했다.",Clean,None,위키피디아
3749,"더불어민주당은 대한민국의 민주당계 정당으로, 제21대 국회 기준 원내 제1당이다.",Clean,None,위키피디아
3750,여의도 면적의 대략 1/6정도 된다.,Clean,None,위키피디아
3751,"난민의 개념을 살펴본다면 1967년 난민의 지위에 관한 의정서와 아프리카와 라틴 아메리카의 지역 협약들에서 확대되어, 전쟁이나 기타 폭력에 의해 원래 살던 땅을 떠나게 된 사람들을 지칭하게 되었다.",Clean,None,위키피디아
3752,2018년 7월 20일 혐의 3개에 대한 1심에서는 2개가 인정되어 징역 8년 및 추징금 33억 원을 선고받은 상태이다.,Clean,None,위키피디아
3753,노부오 시노부,Clean,None,위키피디아
3754,"예를 들면 ""남자니까, 찔찔 울지 마""와 ""여자니까, 부드럽게"" 등의 행동 규범에 따라 행동할 때 그 사람은 성 역할을 해야한다고 말한다.",Clean,None,위키피디아
3755,이를 회임으로 구별해서 부르기도 한다.,Clean,None,위키피디아
3756,"원인은 불명인 경우가 많지만, 밝혀진 것들은 대부분 선천적인 뇌의 문제나 심각한 스트레스적 상황에 큰 영향을 받아 발생한다.",Clean,None,위키피디아
3757,이식물 중에는 전자 회로를 내장한 것들도 있다.,Clean,None,위키피디아
3758,"이들을 지지하는 사람들 중 절대다수는 사회적 매장과 법적책임을 피하기 위해 나치에 관련 혹은 유사한 용어를 쓰는 것을 피하고 있으며, 주된 혐오의 대상을 유대인에서 무슬림, 외국인 노동자 등으로 수정하였다.",Clean,None,위키피디아
3759,올바른 관리를 한다면 30년 이상 살 수 있다.,Clean,None,위키피디아
3760,국교를 인정하지 않는 미국에서 대통령이 취임 선서할 때 사용한다.,Clean,None,위키피디아
3761,"대인관계, 스트레스, 경제적 문제 등으로 인한 일시적인 우울감은 인간 심리에 있어 자연스러운 일이나, 그 정도나 기간 등이 비정상적인 경우 병리적인 상태로 볼 수 있다.",Clean,None,위키피디아
3762,인종국민주의는 인종을 국민의 기준으로 삼는 내셔널리즘이다.,Clean,None,위키피디아
3763,노무현 정권에서 한국은 이웃 나라들에 대하여 강경한 외교를 벌였다.,Clean,None,위키피디아
3764,"임관이란 국가 공무원, 즉 관리로 채용되는 것을 의미한다.",Clean,None,위키피디아
3765,"김정일 사후, ""당과 국가, 군대의 최고 통수자""로 칭해지고 있다.",Clean,None,위키피디아
3766,보수성향 기독교 교단을 중심으로 하여 동성애를 문제삼으며 반대하고 있다.,Clean,None,위키피디아
3767,또한 전문의 과정을 거친 자는 의원 간판에 자신의 전공 분야를 써넣을 수 있다.,Clean,None,위키피디아
3768,"전자는 2심, 후자는 1심 판결이 나온 상태이다.",Clean,None,위키피디아
3769,2021년 8월 부로 전 파워위키러이자 반달리스트인 사용자 근육이 관리자에서 쫓겨남과 동시에 그동안 막장으로 운영되었던 디시위키가 정상화되고 있다.,Clean,None,위키피디아
3770,"싱가포르는 또한 세계에서 가장 긴 기대 수명, 가장 빠른 인터넷 연결 속도, 세계에서 가장 낮은 유아 사망률 중 하나를 누리고 있다.",Clean,None,위키피디아
3771,"남성을 대상으로 한 성차별, 명예훼손, 성폭력, 여성우월주의, 성적 대상화 등 다양한 방법으로 발현될 수 있다.",Clean,None,위키피디아
3772,1988년 11월 15일 팔레스타인 해방 기구의 수장이었던 야세르 아라파트가 알제에서 팔레스타인국의 수립을 선포했다.,Clean,None,위키피디아
3773,지위로서 천황의 기능에 대해서는 일본국 헌법 제1조부터 제7조에 명시되어 있다.,Clean,None,위키피디아
3774,김대중은 대한민국의 제15대 대통령이다.,Clean,None,위키피디아
3775,"트랜스젠더는 포괄 용어이며, 성별 정체성이 할당된 성별과 반대인 사람들을 포함할 수 있다.",Clean,None,위키피디아
3776,대한민국-중화인민공화국 관계 또는 한중 관계는 대한민국과 중화인민공화국  간의 관계를 말한다.,Clean,None,위키피디아
3777,"머지않아 기독교의 가르침은 유대인이 아니면서 ‘하느님을 경외하는 자들’을 끌어모았고, 그 결과 유대인의 관습에서 멀어지게 되었다.",Clean,None,위키피디아
3778,짧게 줄여서 레즈라고도 쓴다.,Clean,None,위키피디아
3779,"과거 남제주군에 속했던 서귀읍이 서귀포항을 중심으로 도시화되어 1981년 자치시인 서귀포시로 승격하여 분리됐다가, 2006년 제주특별자치도 출범과 함께 동서로 접하던 자치군이었던 남제주군과 통합하여 행정시가 되었다.",Clean,None,위키피디아
3780,최근 연구 는 동아시아 인을 특징으로 하는 독특한 유전자와 DNA 계통을 보여주었다,Clean,None,위키피디아
